성인/소아,신체계통,증상,1/2차 구분,KTAS 단계,고려사항
성인,환경손상,동상 / 한랭손상,1차,3,급성 말초성 중증 통증
성인,환경손상,동상 / 한랭손상,1차,4,급성 말초성 중등도 통증
성인,환경손상,동상 / 한랭손상,1차,4,만성 말초성 중증 통증
성인,환경손상,동상 / 한랭손상,1차,5,급성 말초성 경증 통증
성인,환경손상,동상 / 한랭손상,1차,5,만성 말초성 경증/중등도 통증
성인,환경손상,동상 / 한랭손상,2차,2,사지 말단부위에 맥박이 없고 차가움
성인,환경손상,동상 / 한랭손상,2차,3,피부가 창백함
성인,환경손상,동상 / 한랭손상,2차,5,동상 / 한랭손상
성인,환경손상,온열손상,1차,1,중증 호흡곤란
성인,환경손상,온열손상,1차,1,쇼크
성인,환경손상,온열손상,1차,1,무의식
성인,환경손상,온열손상,1차,2,중등도 호흡곤란
성인,환경손상,온열손상,1차,2,혈역학적 장애
성인,환경손상,온열손상,1차,2,의식변화
성인,환경손상,온열손상,1차,2,"열, 면역저하 상태"
성인,환경손상,온열손상,1차,2,패혈증 의증
성인,환경손상,온열손상,1차,3,경증 호흡곤란
성인,환경손상,온열손상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,환경손상,온열손상,1차,3,전신염증반응증후군
성인,환경손상,온열손상,1차,3,열 (아파 보임)
성인,환경손상,온열손상,1차,3,급성 말초성 중증 통증
성인,환경손상,온열손상,1차,4,급성 말초성 중등도 통증
성인,환경손상,온열손상,1차,4,만성 말초성 중증 통증
성인,환경손상,온열손상,1차,5,급성 말초성 경증 통증
성인,환경손상,온열손상,1차,5,만성 말초성 경증/중등도 통증
성인,환경손상,온열손상,2차,1,중증 탈수
성인,환경손상,온열손상,2차,1,중심체온 >41°C
성인,환경손상,온열손상,2차,2,중등도 탈수
성인,환경손상,온열손상,2차,2,중심체온 39-41°C
성인,환경손상,온열손상,2차,3,지속되는 열경련 (heat cramps)
성인,환경손상,온열손상,2차,3,경증 탈수
성인,환경손상,온열손상,2차,4,정상활력 징후
성인,환경손상,온열손상,2차,4,"열경련이 회복된 상태, 탈수에서 호전"
성인,환경손상,유해물질 흡입,1차,1,중증 호흡곤란
성인,환경손상,유해물질 흡입,1차,1,쇼크
성인,환경손상,유해물질 흡입,1차,1,무의식
성인,환경손상,유해물질 흡입,1차,2,중등도 호흡곤란
성인,환경손상,유해물질 흡입,1차,2,혈역학적 장애
성인,환경손상,유해물질 흡입,1차,2,의식변화
성인,환경손상,유해물질 흡입,1차,3,경증 호흡곤란
성인,환경손상,유해물질 흡입,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,환경손상,유해물질 흡입,2차,3,"연기나 기타 물질 흡입, 호흡곤란 없음"
성인,환경손상,유해물질 흡입,2차,4,"유해물질을 흡입한 후 상당한 시간이 지남, 무증상"
성인,환경손상,전기 손상,1차,1,중증 호흡곤란
성인,환경손상,전기 손상,1차,1,쇼크
성인,환경손상,전기 손상,1차,1,무의식
성인,환경손상,전기 손상,1차,2,중등도 호흡곤란
성인,환경손상,전기 손상,1차,2,혈역학적 장애
성인,환경손상,전기 손상,1차,2,의식변화
성인,환경손상,전기 손상,1차,3,경증 호흡곤란
성인,환경손상,전기 손상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,환경손상,전기 손상,1차,3,급성 말초성 중증 통증
성인,환경손상,전기 손상,2차,2,명백한 피부 손상
성인,환경손상,전기 손상,2차,3,명백한 피부 손상 없음
성인,환경손상,화학물질 노출,1차,1,중증 호흡곤란
성인,환경손상,화학물질 노출,1차,1,쇼크
성인,환경손상,화학물질 노출,1차,1,무의식
성인,환경손상,화학물질 노출,1차,2,중등도 호흡곤란
성인,환경손상,화학물질 노출,1차,2,혈역학적 장애
성인,환경손상,화학물질 노출,1차,2,의식변화
성인,환경손상,화학물질 노출,2차,1,체표면적 25% 이상의 중증 화상
성인,환경손상,화학물질 노출,2차,2,"손이나 발, 샅고랑 부위, 얼굴의 중증 화상"
성인,환경손상,화학물질 노출,2차,2,눈에 이물질이 튄 후 증상 있음
성인,환경손상,저체온증,1차,1,중증 호흡곤란
성인,환경손상,저체온증,1차,1,쇼크
성인,환경손상,저체온증,1차,1,무의식
성인,환경손상,저체온증,1차,2,중등도 호흡곤란
성인,환경손상,저체온증,1차,2,혈역학적 장애
성인,환경손상,저체온증,1차,2,의식변화
성인,환경손상,저체온증,1차,2,"열, 면역저하 상태"
성인,환경손상,저체온증,1차,2,패혈증 의증
성인,환경손상,저체온증,1차,3,경증 호흡곤란
성인,환경손상,저체온증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,환경손상,저체온증,1차,3,전신염증반응증후군
성인,환경손상,저체온증,1차,3,열 (아파 보임)
성인,환경손상,저체온증,2차,2,"저체온증, 중심 체온 <32°C"
성인,환경손상,저체온증,2차,3,중심체온 32-35°C
성인,환경손상,저체온증,2차,4," 동상 없음, 정상 활려징후"
성인,환경손상,익수,1차,1,중증 호흡곤란
성인,환경손상,익수,1차,1,쇼크
성인,환경손상,익수,1차,1,무의식
성인,환경손상,익수,1차,2,중등도 호흡곤란
성인,환경손상,익수,1차,2,혈역학적 장애
성인,환경손상,익수,1차,2,의식변화
성인,환경손상,익수,1차,2,"열, 면역저하 상태"
성인,환경손상,익수,1차,2,패혈증 의증
성인,환경손상,익수,1차,3,경증 호흡곤란
성인,환경손상,익수,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,환경손상,익수,1차,3,전신염증반응증후군
성인,환경손상,익수,1차,3,열 (아파 보임)
성인,환경손상,익수,2차,2,"저체온증, 중심 체온 <32°C"
성인,환경손상,익수,2차,3,중심 체온 32-35°C
성인,소화기계,복통,1차,1,중증 호흡곤란
성인,소화기계,복통,1차,1,쇼크
성인,소화기계,복통,1차,1,무의식
성인,소화기계,복통,1차,2,중등도 호흡곤란
성인,소화기계,복통,1차,2,혈역학적 장애
성인,소화기계,복통,1차,2,의식변화
성인,소화기계,복통,1차,2,"열, 면역저하 상태"
성인,소화기계,복통,1차,2,패혈증 의증
성인,소화기계,복통,1차,2,급성 중심성 중증 통증
성인,소화기계,복통,1차,3,경증 호흡곤란
성인,소화기계,복통,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,복통,1차,3,전신염증반응증후군
성인,소화기계,복통,1차,3,열 (아파 보임)
성인,소화기계,복통,1차,3,급성 중심성 중등도 통증
성인,소화기계,복통,1차,3,만성 중심성 중증 통증
성인,소화기계,복통,1차,4,열 (건강해 보임)
성인,소화기계,복통,1차,4,급성 중심성 경증 통증
성인,소화기계,복통,1차,4,만성 중심성 중등도 통증
성인,소화기계,복통,1차,5,만성 중심성 경증 통증
성인,소화기계,복통,2차,5,만성 경증 복부 통증
성인,소화기계,식욕부진,1차,2,중등도 호흡곤란
성인,소화기계,식욕부진,1차,2,혈역학적 장애
성인,소화기계,식욕부진,1차,2,의식변화
성인,소화기계,식욕부진,1차,2,"열, 면역저하 상태"
성인,소화기계,식욕부진,1차,2,패혈증 의증
성인,소화기계,식욕부진,1차,3,경증 호흡곤란
성인,소화기계,식욕부진,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,식욕부진,1차,3,전신염증반응증후군
성인,소화기계,식욕부진,1차,3,열 (아파 보임)
성인,소화기계,식욕부진,1차,4,열 (건강해 보임)
성인,소화기계,식욕부진,2차,3,심각한 체중 감소
성인,소화기계,식욕부진,2차,4,"식욕부진, 건강해 보임"
성인,소화기계,변비,1차,2,중등도 호흡곤란
성인,소화기계,변비,1차,2,혈역학적 장애
성인,소화기계,변비,1차,2,의식변화
성인,소화기계,변비,1차,2,"열, 면역저하 상태"
성인,소화기계,변비,1차,2,패혈증 의증
성인,소화기계,변비,1차,2,급성 중심성 중증 통증
성인,소화기계,변비,1차,3,경증 호흡곤란
성인,소화기계,변비,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,변비,1차,3,전신염증반응증후군
성인,소화기계,변비,1차,3,열 (아파 보임)
성인,소화기계,변비,1차,3,급성 중심성 중등도 통증
성인,소화기계,변비,1차,3,만성 중심성 중증 통증
성인,소화기계,변비,1차,4,열 (건강해 보임)
성인,소화기계,변비,1차,4,급성 중심성 경증 통증
성인,소화기계,변비,1차,4,만성 중심성 중등도 통증
성인,소화기계,변비,1차,5,만성 중심성 경증 통증
성인,소화기계,변비,2차,5,단순변비
성인,소화기계,설사,1차,1,중증 호흡곤란
성인,소화기계,설사,1차,1,쇼크
성인,소화기계,설사,1차,1,무의식
성인,소화기계,설사,1차,2,중등도 호흡곤란
성인,소화기계,설사,1차,2,혈역학적 장애
성인,소화기계,설사,1차,2,의식변화
성인,소화기계,설사,1차,2,"열, 면역저하 상태"
성인,소화기계,설사,1차,2,패혈증 의증
성인,소화기계,설사,1차,3,경증 호흡곤란
성인,소화기계,설사,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,설사,1차,3,전신염증반응증후군
성인,소화기계,설사,1차,3,열 (아파 보임)
성인,소화기계,설사,1차,4,열 (건강해 보임)
성인,소화기계,설사,2차,1,중증 탈수
성인,소화기계,설사,2차,2,중등도 탈수
성인,소화기계,설사,2차,3,멈추지 않는 혈성 설사
성인,소화기계,설사,2차,3,경증 탈수
성인,소화기계,설사,2차,4,탈수 가능성 있음
성인,소화기계,설사,2차,5,"만성 설사, 정상 활력징후"
성인,소화기계,직장내 이물질,1차,2,중등도 호흡곤란
성인,소화기계,직장내 이물질,1차,2,혈역학적 장애
성인,소화기계,직장내 이물질,1차,2,의식변화
성인,소화기계,직장내 이물질,1차,2,"열, 면역저하 상태"
성인,소화기계,직장내 이물질,1차,2,패혈증 의증
성인,소화기계,직장내 이물질,1차,3,경증 호흡곤란
성인,소화기계,직장내 이물질,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,직장내 이물질,1차,3,전신염증반응증후군
성인,소화기계,직장내 이물질,1차,3,열 (아파 보임)
성인,소화기계,직장내 이물질,1차,3,급성 말초성 중증 통증
성인,소화기계,직장내 이물질,1차,4,열 (건강해 보임)
성인,소화기계,직장내 이물질,1차,4,급성 말초성 중등도 통증
성인,소화기계,직장내 이물질,1차,5,급성 말초성 경증 통증
성인,소화기계,직장내 이물질,2차,5,직장내 이물질
성인,소화기계,샅고랑 부위 통증  종괴,1차,2,중등도 호흡곤란
성인,소화기계,샅고랑 부위 통증  종괴,1차,2,혈역학적 장애
성인,소화기계,샅고랑 부위 통증  종괴,1차,2,의식변화
성인,소화기계,샅고랑 부위 통증  종괴,1차,2,"열, 면역저하 상태"
성인,소화기계,샅고랑 부위 통증  종괴,1차,2,패혈증 의증
성인,소화기계,샅고랑 부위 통증  종괴,1차,2,급성 중심성 중증 통증
성인,소화기계,샅고랑 부위 통증  종괴,1차,3,경증 호흡곤란
성인,소화기계,샅고랑 부위 통증  종괴,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,샅고랑 부위 통증  종괴,1차,3,전신염증반응증후군
성인,소화기계,샅고랑 부위 통증  종괴,1차,3,열 (아파 보임)
성인,소화기계,샅고랑 부위 통증  종괴,1차,3,급성 중심성 중등도 통증
성인,소화기계,샅고랑 부위 통증  종괴,1차,3,만성 중심성 중증 통증
성인,소화기계,샅고랑 부위 통증  종괴,1차,4,열 (건강해 보임)
성인,소화기계,샅고랑 부위 통증  종괴,1차,4,급성 중심성 경증 통증
성인,소화기계,샅고랑 부위 통증  종괴,1차,4,만성 중심성 중등도 통증
성인,소화기계,샅고랑 부위 통증  종괴,1차,5,만성 중심성 경증 통증
성인,소화기계,샅고랑 부위 통증  종괴,2차,5,샅고랑 부위 통증 / 종괴
성인,소화기계,구토 / 구역,1차,1,중증 호흡곤란
성인,소화기계,구토 / 구역,1차,1,쇼크
성인,소화기계,구토 / 구역,1차,1,무의식
성인,소화기계,구토 / 구역,1차,2,중등도 호흡곤란
성인,소화기계,구토 / 구역,1차,2,혈역학적 장애
성인,소화기계,구토 / 구역,1차,2,의식변화
성인,소화기계,구토 / 구역,1차,2,"열, 면역저하 상태"
성인,소화기계,구토 / 구역,1차,2,패혈증 의증
성인,소화기계,구토 / 구역,1차,3,경증 호흡곤란
성인,소화기계,구토 / 구역,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,구토 / 구역,1차,3,전신염증반응증후군
성인,소화기계,구토 / 구역,1차,3,열 (아파 보임)
성인,소화기계,구토 / 구역,1차,4,열 (건강해 보임)
성인,소화기계,구토 / 구역,2차,1,중증 탈수
성인,소화기계,구토 / 구역,2차,2,지속되는 상당량의 토혈
성인,소화기계,구토 / 구역,2차,2,중등도 탈수
성인,소화기계,구토 / 구역,2차,3,커피 찌꺼기 모양 구토 / 흑색변
성인,소화기계,구토 / 구역,2차,3,경증 탈수
성인,소화기계,구토 / 구역,2차,4,탈수 가능성 있음
성인,소화기계,구토 / 구역,2차,5,"만성 구토 / 구역, 정상 활력징후"
성인,소화기계,항문 / 직장 / 회음부 통증,1차,2,중등도 호흡곤란
성인,소화기계,항문 / 직장 / 회음부 통증,1차,2,혈역학적 장애
성인,소화기계,항문 / 직장 / 회음부 통증,1차,2,의식변화
성인,소화기계,항문 / 직장 / 회음부 통증,1차,2,"열, 면역저하 상태"
성인,소화기계,항문 / 직장 / 회음부 통증,1차,2,패혈증 의증
성인,소화기계,항문 / 직장 / 회음부 통증,1차,3,경증 호흡곤란
성인,소화기계,항문 / 직장 / 회음부 통증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,항문 / 직장 / 회음부 통증,1차,3,전신염증반응증후군
성인,소화기계,항문 / 직장 / 회음부 통증,1차,3,열 (아파 보임)
성인,소화기계,항문 / 직장 / 회음부 통증,1차,3,급성 말초성 중증 통증
성인,소화기계,항문 / 직장 / 회음부 통증,1차,4,열 (건강해 보임)
성인,소화기계,항문 / 직장 / 회음부 통증,1차,4,급성 말초성 중등도 통증
성인,소화기계,항문 / 직장 / 회음부 통증,1차,4,만성 말초성 중증 통증
성인,소화기계,항문 / 직장 / 회음부 통증,1차,5,급성 말초성 경증 통증
성인,소화기계,항문 / 직장 / 회음부 통증,1차,5,만성 말초성 경증/중등도 통증
성인,소화기계,토혈,1차,1,중증 호흡곤란
성인,소화기계,토혈,1차,1,쇼크
성인,소화기계,토혈,1차,1,무의식
성인,소화기계,토혈,1차,2,중등도 호흡곤란
성인,소화기계,토혈,1차,2,혈역학적 장애
성인,소화기계,토혈,1차,2,의식변화
성인,소화기계,토혈,1차,2,"열, 면역저하 상태"
성인,소화기계,토혈,1차,2,패혈증 의증
성인,소화기계,토혈,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,소화기계,토혈,1차,3,경증 호흡곤란
성인,소화기계,토혈,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,토혈,1차,3,전신염증반응증후군
성인,소화기계,토혈,1차,3,열 (아파 보임)
성인,소화기계,토혈,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,소화기계,토혈,2차,2,활동성 또는 증상을 동반한 토혈
성인,소화기계,토혈,2차,3,커피 찌꺼기 모양 구토 / 흑색변
성인,소화기계,토혈,2차,3,"구토에 극소량이 섞인 경우, 정상 활력징후"
성인,소화기계,혈변 / 흑색변,1차,1,중증 호흡곤란
성인,소화기계,혈변 / 흑색변,1차,1,쇼크
성인,소화기계,혈변 / 흑색변,1차,1,무의식
성인,소화기계,혈변 / 흑색변,1차,2,중등도 호흡곤란
성인,소화기계,혈변 / 흑색변,1차,2,혈역학적 장애
성인,소화기계,혈변 / 흑색변,1차,2,의식변화
성인,소화기계,혈변 / 흑색변,1차,2,"열, 면역저하 상태"
성인,소화기계,혈변 / 흑색변,1차,2,패혈증 의증
성인,소화기계,혈변 / 흑색변,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,소화기계,혈변 / 흑색변,1차,3,경증 호흡곤란
성인,소화기계,혈변 / 흑색변,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,혈변 / 흑색변,1차,3,전신염증반응증후군
성인,소화기계,혈변 / 흑색변,1차,3,열 (아파 보임)
성인,소화기계,혈변 / 흑색변,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,소화기계,혈변 / 흑색변,1차,4,열 (건강해 보임)
성인,소화기계,혈변 / 흑색변,2차,2,많은 양의 흑색변 또는 직장 출혈
성인,소화기계,혈변 / 흑색변,2차,3,중등도 양의 흑색변 또는 직장 출혈
성인,소화기계,혈변 / 흑색변,2차,4,적은 양의 직장 출혈
성인,소화기계,황달,1차,2,중등도 호흡곤란
성인,소화기계,황달,1차,2,혈역학적 장애
성인,소화기계,황달,1차,2,의식변화
성인,소화기계,황달,1차,2,"열, 면역저하 상태"
성인,소화기계,황달,1차,2,패혈증 의증
성인,소화기계,황달,1차,2,급성 중심성 중증 통증
성인,소화기계,황달,1차,3,경증 호흡곤란
성인,소화기계,황달,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,황달,1차,3,전신염증반응증후군
성인,소화기계,황달,1차,3,열 (아파 보임)
성인,소화기계,황달,1차,3,급성 중심성 중등도 통증
성인,소화기계,황달,1차,3,만성 중심성 중증 통증
성인,소화기계,황달,1차,4,열 (건강해 보임)
성인,소화기계,황달,1차,3,만성 중심성 중증 통증
성인,소화기계,황달,1차,4,열 (건강해 보임)
성인,소화기계,황달,1차,4,급성 중심성 경증 통증
성인,소화기계,황달,1차,4,만성 중심성 중등도 통증
성인,소화기계,황달,1차,5,만성 중심성 경증 통증
성인,소화기계,황달,2차,5,"황달, 건강해 보임"
성인,소화기계,딸꾹질,1차,3,전신염증반응증후군
성인,소화기계,딸꾹질,1차,3,열 (아파 보임)
성인,소화기계,딸꾹질,1차,3,급성 말초성 중증 통증
성인,소화기계,딸꾹질,1차,4,열 (건강해 보임)
성인,소화기계,딸꾹질,1차,4,급성 말초성 중등도 통증
성인,소화기계,딸꾹질,1차,5,급성 말초성 경증 통증
성인,소화기계,딸꾹질,2차,5,"딸꾹질, 만성, 힘들어 보이지 않음"
성인,소화기계,복뷔 종괴 / 팽만,1차,1,중증 호흡곤란
성인,소화기계,복뷔 종괴 / 팽만,1차,1,쇼크
성인,소화기계,복뷔 종괴 / 팽만,1차,1,무의식
성인,소화기계,복뷔 종괴 / 팽만,1차,2,중등도 호흡곤란
성인,소화기계,복뷔 종괴 / 팽만,1차,2,혈역학적 장애
성인,소화기계,복뷔 종괴 / 팽만,1차,2,의식변화
성인,소화기계,복뷔 종괴 / 팽만,1차,2,"열, 면역저하 상태"
성인,소화기계,복뷔 종괴 / 팽만,1차,2,패혈증 의증
성인,소화기계,복뷔 종괴 / 팽만,1차,2,급성 중심성 중증 통증
성인,소화기계,복뷔 종괴 / 팽만,1차,3,경증 호흡곤란
성인,소화기계,복뷔 종괴 / 팽만,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,복뷔 종괴 / 팽만,1차,3,전신염증반응증후군
성인,소화기계,복뷔 종괴 / 팽만,1차,3,열 (아파 보임)
성인,소화기계,복뷔 종괴 / 팽만,1차,3,급성 중심성 중등도 통증
성인,소화기계,복뷔 종괴 / 팽만,1차,3,만성 중심성 중증 통증
성인,소화기계,복뷔 종괴 / 팽만,1차,4,열 (건강해 보임)
성인,소화기계,복뷔 종괴 / 팽만,1차,4,급성 중심성 경증 통증
성인,소화기계,복뷔 종괴 / 팽만,1차,3,만성 중심성 중증 통증
성인,소화기계,복뷔 종괴 / 팽만,1차,5,만성 중심성 경증 통증
성인,소화기계,복뷔 종괴 / 팽만,2차,3,지속적인 구토
성인,소화기계,복뷔 종괴 / 팽만,2차,5,"만성 복부 종괴 / 팽만, 건강해 보임"
성인,소화기계,항문 / 직장 / 회음부 외상,1차,2,중등도 호흡곤란
성인,소화기계,항문 / 직장 / 회음부 외상,1차,2,혈역학적 장애
성인,소화기계,항문 / 직장 / 회음부 외상,1차,2,의식변화
성인,소화기계,항문 / 직장 / 회음부 외상,1차,2,"열, 면역저하 상태"
성인,소화기계,항문 / 직장 / 회음부 외상,1차,2,패혈증 의증
성인,소화기계,항문 / 직장 / 회음부 외상,1차,2,급성 중심성 중증 통증
성인,소화기계,항문 / 직장 / 회음부 외상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,소화기계,항문 / 직장 / 회음부 외상,1차,3,경증 호흡곤란
성인,소화기계,항문 / 직장 / 회음부 외상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,항문 / 직장 / 회음부 외상,1차,3,전신염증반응증후군
성인,소화기계,항문 / 직장 / 회음부 외상,1차,3,열 (아파 보임)
성인,소화기계,항문 / 직장 / 회음부 외상,1차,3,급성 중심성 중등도 통증
성인,소화기계,항문 / 직장 / 회음부 외상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,소화기계,항문 / 직장 / 회음부 외상,1차,4,열 (건강해 보임)
성인,소화기계,항문 / 직장 / 회음부 외상,1차,4,급성 중심성 경증 통증
성인,소화기계,항문 / 직장 / 회음부 외상,2차,5,항문 / 직장 / 회음부 외상
성인,소화기계,이물질 삼킴,1차,1,중증 호흡곤란
성인,소화기계,이물질 삼킴,1차,1,쇼크
성인,소화기계,이물질 삼킴,1차,1,무의식
성인,소화기계,이물질 삼킴,1차,2,중등도 호흡곤란
성인,소화기계,이물질 삼킴,1차,2,혈역학적 장애
성인,소화기계,이물질 삼킴,1차,2,의식변화
성인,소화기계,이물질 삼킴,1차,2,"열, 면역저하 상태"
성인,소화기계,이물질 삼킴,1차,2,패혈증 의증
성인,소화기계,이물질 삼킴,1차,2,급성 중심성 중증 통증
성인,소화기계,이물질 삼킴,1차,3,경증 호흡곤란
성인,소화기계,이물질 삼킴,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,소화기계,이물질 삼킴,1차,3,전신염증반응증후군
성인,소화기계,이물질 삼킴,1차,3,열 (아파 보임)
성인,소화기계,이물질 삼킴,1차,3,급성 중심성 중등도 통증
성인,소화기계,이물질 삼킴,1차,4,열 (건강해 보임)
성인,소화기계,이물질 삼킴,1차,4,급성 중심성 경증 통증
성인,소화기계,이물질 삼킴,2차,2,침흘림 또는 협착음
성인,소화기계,이물질 삼킴,2차,2,목쉰소리와 언어장애
성인,소화기계,이물질 삼킴,2차,2,"단추형 건전지, 뽀족한 물건 등 치료적 내시경을 고려해야 하는 경우"
성인,소화기계,이물질 삼킴,2차,3,지속적인 구토
성인,소화기계,이물질 삼킴,2차,4,연하곤란이나 호흡 곤란 없음
성인,비뇨기계/남성생식계,옆구리 통증,1차,1,중증 호흡곤란
성인,비뇨기계/남성생식계,옆구리 통증,1차,1,쇼크
성인,비뇨기계/남성생식계,옆구리 통증,1차,1,무의식
성인,비뇨기계/남성생식계,옆구리 통증,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,옆구리 통증,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,옆구리 통증,1차,2,의식변화
성인,비뇨기계/남성생식계,옆구리 통증,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,옆구리 통증,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,옆구리 통증,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,옆구리 통증,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,옆구리 통증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,옆구리 통증,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,옆구리 통증,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,옆구리 통증,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,옆구리 통증,1차,3,만성 중심성 중증 통증
성인,비뇨기계/남성생식계,옆구리 통증,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,옆구리 통증,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,옆구리 통증,1차,4,만성 중심성 중등도 통증
성인,비뇨기계/남성생식계,옆구리 통증,1차,5,만성 중심성 경증 통증
성인,비뇨기계/남성생식계,옆구리 통증,2차,5,만성 경증 옆구리 통증
성인,비뇨기계/남성생식계,혈뇨,1차,1,중증 호흡곤란
성인,비뇨기계/남성생식계,혈뇨,1차,1,쇼크
성인,비뇨기계/남성생식계,혈뇨,1차,1,무의식
성인,비뇨기계/남성생식계,혈뇨,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,혈뇨,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,혈뇨,1차,2,의식변화
성인,비뇨기계/남성생식계,혈뇨,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,혈뇨,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,혈뇨,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,혈뇨,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,비뇨기계/남성생식계,혈뇨,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,혈뇨,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,혈뇨,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,혈뇨,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,혈뇨,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,혈뇨,1차,3,급성 말초성 중증 통증
성인,비뇨기계/남성생식계,혈뇨,1차,3,만성 중심성 중증 통증
성인,비뇨기계/남성생식계,혈뇨,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,비뇨기계/남성생식계,혈뇨,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,혈뇨,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,혈뇨,1차,4,급성 말초성 중등도 통증
성인,비뇨기계/남성생식계,혈뇨,1차,4,만성 중심성 중등도 통증
성인,비뇨기계/남성생식계,혈뇨,1차,4,만성 말초성 중증 통증
성인,비뇨기계/남성생식계,혈뇨,1차,5,만성 중심성 경증 통증
성인,비뇨기계/남성생식계,혈뇨,1차,5,급성 말초성 경증 통증
성인,비뇨기계/남성생식계,혈뇨,1차,5,만성 말초성 경증/중등도 통증
성인,비뇨기계/남성생식계,혈뇨,2차,5,혈뇨
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,3,급성 말초성 중증 통증
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,4,급성 말초성 중등도 통증
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,4,만성 말초성 중증 통증
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,1차,5,급성 말초성 경증 통증
성인,비뇨기계/남성생식계,생식기의 분비물 / 피부병변,2차,5,생식기의 분비물 / 피부병변
성인,비뇨기계/남성생식계,음경 부종,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,음경 부종,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,음경 부종,1차,2,의식변화
성인,비뇨기계/남성생식계,음경 부종,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,음경 부종,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,음경 부종,1차,3,경증 호흡곤란
